priority,primary_area,areas,source_type,file,path,ext,size_mb,pages,note,duplicates,snippet
Medium,033 Flight Planning,033 Flight Planning,Resource,FuelFlow-Simplified-ICAS-96-4.1.2.pdf,/Users/rainerkoelle/Downloads/FuelFlow-Simplified-ICAS-96-4.1.2.pdf,pdf,0.5,11,Potential support resource; inspect before using for gap fill.,,
Medium,033 Flight Planning,033 Flight Planning; 062 Navigation / Radio Navigation,Resource,navplan_EDNH-LIPB.pdf,/Users/rainerkoelle/Downloads/navplan_EDNH-LIPB.pdf,pdf,0.1,1,Likely useful for CNS/radio-navigation technical gaps.,,NAV-FLIGHTPLAN ACFT IDENT: Date: Off Bl.: QNH: Pilot: GS: 100kt Bl. on: RWY: Freq. C/S Checkpoint MT Dist. Alt. EET ETO ATO Remarks 122.605 EDNH 47.3998 10.8962 VAC 39 24/+5 47.3452 10.8232 219 5 3 47.3136 10.8398 157 3 2 47.3103 11.1016 088 11 7 47.2837 11.1957 110 5 3 47.2323 11.3768 110 9 6 47.11
Medium,033 Flight Planning,033 Flight Planning; 050 Meteorology; 062 Navigation / Radio Navigation,Resource,navplan_EDST-LIPB.pdf,/Users/rainerkoelle/Downloads/navplan_EDST-LIPB.pdf,pdf,0.1,1,Likely useful for weather theory and examples.,,"NAV-FLIGHTPLAN ACFT IDENT: Date: Off Bl.: QNH: Pilot: GS: 100kt Bl. on: RWY: Freq. C/S Checkpoint MT Dist. Alt. EET ETO ATO Remarks 125.615 RADIOEDST ELEV:1168ft RWY:12L,12R,30R,30R,06,24 RADIO:125.615 118.930 INFO OHLSTADT-POEMETSRIEDVAC 94 57/+5 ELEV:2169ft RWY:04,22 INFO:118.930 Partnach 209 12 8"
Medium,033 Flight Planning,033 Flight Planning; 062 Navigation / Radio Navigation,Resource,navplan_EDST-LSXH.pdf,/Users/rainerkoelle/Downloads/navplan_EDST-LSXH.pdf,pdf,0.1,1,Likely useful for CNS/radio-navigation technical gaps.,,"NAV-FLIGHTPLAN ACFT IDENT: Date: Off Bl.: QNH: Pilot: GS: 90kt Bl. on: RWY: Freq. C/S Checkpoint MT Dist. Alt. EET ETO ATO Remarks 125.615 RADIOEDST ELEV:1168ft RWY:12L,12R,30R,30R,06,24 RADIO:125.615 127.530 RADIOEDSR VAC 53 36/+5 ELEV:1375ft RWY:01,19 RADIO:127.530 118.100 TWR LSZH 217 28 19 ELEV:"
Medium,033 Flight Planning,033 Flight Planning; 062 Navigation / Radio Navigation,Resource,navplan_LSPN-LOWZ.pdf,/Users/rainerkoelle/Downloads/navplan_LSPN-LOWZ.pdf,pdf,0.1,1,Likely useful for CNS/radio-navigation technical gaps.,,"NAV-FLIGHTPLAN ACFT IDENT: Date: Off Bl.: QNH: Pilot: GS: 90kt Bl. on: RWY: Freq. C/S Checkpoint MT Dist. Alt. EET ETO ATO Remarks 124.530 AD LSPN ELEV:1594ft RWY:15,33 AD:124.530 LSPW VAC 33 22/+5 ELEV:1329ft RWY:08,26 119.805 AD LSXB 106 27 18 ELEV:1585ft AD:119.805 OTHER:159.675 LOIQ 017 14 10 EL"
Medium,033 Flight Planning,033 Flight Planning,Resource,Performance Objectives_odfm_crrctd.docx,/Users/rainerkoelle/Downloads/Performance Objectives_odfm_crrctd.docx,docx,0.0,,Potential support resource; inspect before using for gap fill.,,
Medium,033 Flight Planning,033 Flight Planning; 040 Human Performance; 050 Meteorology,Resource,Performance_Analyzes_of_Thermodynamic_Indices_and_.pdf,/Users/rainerkoelle/Downloads/Performance_Analyzes_of_Thermodynamic_Indices_and_.pdf,pdf,1.7,21,Likely useful for weather theory and examples.,,"Performance Analyzes of Thermodynamic Indices and Atmospheric Parameters in Thunderstorm and Non-thunderstorm Days in Istanbul, Turkey VELI YAVUZ1 Abstract—This study aims to analyze the thunderstorm (TS) events in the megacity Istanbul by using thermodynamic indices and atmospheric stability parame"
Medium,040 Human Performance,040 Human Performance,Resource,Irvine Budd Ison Kitching 2015 v2.pdf,/Users/rainerkoelle/Downloads/Irvine Budd Ison Kitching 2015 v2.pdf,pdf,0.3,16,Potential support resource; inspect before using for gap fill.,,"This item was submitted to Loughborough's Research Repository by the author. Items in Figshare are protected by copyright, with all rights reserved, unless otherwise indicated. The environmental effects of peak hour air traffic congestion: the case of The environmental effects of peak hour air traff"
Medium,040 Human Performance,040 Human Performance; 050 Meteorology,Study notes / workbook,metFundamentals_student_1-4.pdf,/Users/rainerkoelle/Downloads/metFundamentals_student_1-4.pdf,pdf,9.6,33,Likely useful for weather theory and examples.,,University of Reading online course: Fundamentals of Meteorology Dr Hilary Weller (Lecturer version) September - December 2022 Introduction to the Course • This course will introduce some of the theory of meteorology and allow you to practice making calculations and predictions about the atmosphere.
Medium,050 Meteorology,050 Meteorology,Resource,Aviation-Weather-Principles.pdf,/Users/rainerkoelle/Downloads/Aviation-Weather-Principles.pdf,pdf,3.2,30,Likely useful for weather theory and examples.,,"Aviation Weather - Principles Whether preparing for a local flight or a long cross-country, flight-planning decisionsbased on aviation weather can dramatically affect the safety of the flight. A solid understanding of aviation weather theory provides the tools necessary tounderstand the reports and"
Medium,050 Meteorology,050 Meteorology,Resource,cloud-types-postcard (1).pdf,/Users/rainerkoelle/Downloads/cloud-types-postcard (1).pdf,pdf,0.1,2,Likely useful for weather theory and examples.,cloud-types-postcard.pdf,"HIGH Cirrostratus Nimbostratus Stratus Cirrus Altostratus Stratocumulus Cumulonimbus Cirrocumulus Altocumulus Cumulus MIDDLE LOW Cloud types The layer cloud types are known as stratiform and are classified as: • Stratus (St)–found in the low levels of the atmosphere, tend to produce a light drizzle."
Medium,050 Meteorology,050 Meteorology,Resource,cloud-types-postcard.pdf,/Users/rainerkoelle/Downloads/cloud-types-postcard.pdf,pdf,0.1,2,Likely useful for weather theory and examples.,cloud-types-postcard (1).pdf,"HIGH Cirrostratus Nimbostratus Stratus Cirrus Altostratus Stratocumulus Cumulonimbus Cirrocumulus Altocumulus Cumulus MIDDLE LOW Cloud types The layer cloud types are known as stratiform and are classified as: • Stratus (St)–found in the low levels of the atmosphere, tend to produce a light drizzle."
Medium,050 Meteorology,050 Meteorology,Resource,Flight_Delay_Prediction_with_Airport_Traffic_Densi.pdf,/Users/rainerkoelle/Downloads/Flight_Delay_Prediction_with_Airport_Traffic_Densi.pdf,pdf,0.9,10,Likely useful for weather theory and examples.,,"372 9 (2): 372-381 (2025) Journal of Aviation https://dergipark.org.tr/en/pub/jav e-ISSN 2587-1676 Flight Delay Prediction with Airport Traffic Density Data from an Aviation Risk Management Perspective Burcu Altunoğlu1* , Mert Akinet2 1*University of Turkish Aeronautical Association, Department of I"
Medium,050 Meteorology,050 Meteorology,Resource,met-cloud-formation-slides.pdf,/Users/rainerkoelle/Downloads/met-cloud-formation-slides.pdf,pdf,3.5,33,Likely useful for weather theory and examples.,,
Medium,050 Meteorology,050 Meteorology,Resource,met.pdf,/Users/rainerkoelle/Downloads/met.pdf,pdf,0.9,8,Likely useful for weather theory and examples.,,"050 Meteorology 050-01 The Atmosphere 050-01-01 Composition, extent, vertical division Troposphere 0 – 11 km 15° to -56.5° Stratosphere 11 – 50 km -56.5° to 0° Mesosphere 50 – 85 km 0° to -90° Thermosphere 85 – 600 km -90° to >1500° Exosphere 600 – 10000 km Troposphere Latitude Winter Summer Tempera"
Medium,050 Meteorology,050 Meteorology,Study notes / workbook,Meteorology-Climatology-and-Geography (1).pdf,/Users/rainerkoelle/Downloads/Meteorology-Climatology-and-Geography (1).pdf,pdf,3.2,51,Likely useful for weather theory and examples.,Meteorology-Climatology-and-Geography.pdf,"Meteorology Unit 1 - Meteorology 1.1.Introduction to meteorology The earth is surrounded by a large envelope of gases called atmosphere. The condition of the atmosphere and the changes it undergoes influence all physical, chemical and biological activities over the earth. The study pertaining to low"
Medium,050 Meteorology,050 Meteorology,Study notes / workbook,Meteorology-Climatology-and-Geography.pdf,/Users/rainerkoelle/Downloads/Meteorology-Climatology-and-Geography.pdf,pdf,3.2,51,Likely useful for weather theory and examples.,Meteorology-Climatology-and-Geography (1).pdf,"Meteorology Unit 1 - Meteorology 1.1.Introduction to meteorology The earth is surrounded by a large envelope of gases called atmosphere. The condition of the atmosphere and the changes it undergoes influence all physical, chemical and biological activities over the earth. The study pertaining to low"
Medium,050 Meteorology,050 Meteorology,Study notes / workbook,Meteorology-Recap-Notes.pdf,/Users/rainerkoelle/Downloads/Meteorology-Recap-Notes.pdf,pdf,1.0,111,Likely useful for weather theory and examples.,,"Aviation Weather Meteorology for Pilots Chapter 6 Section A Basic Weather Theory The Atmosphere  Mixture of gases surrounding the earth  Fairly uniform in proportions up to approx. 260,000 feet  Divided into layers that are defined by other criteria"
Medium,050 Meteorology,050 Meteorology,Study notes / workbook,PilotNotes_Meteorology_1997-02.pdf,/Users/rainerkoelle/Downloads/PilotNotes_Meteorology_1997-02.pdf,pdf,0.4,27,Likely useful for weather theory and examples.,,Page 1 of 27 C:\My Documents\pilot notes\Met.doc Rev 2 GT/ Peak Soaring Association Feb 97 PILOT EXAM NOTES METEOROLOGY Page 2 of 27 C:\My Documents\pilot notes\Met.doc Rev 2 Contents: 1. BUYS BALLOTS’S LAW ................................ ................................ ...........................
Medium,050 Meteorology,050 Meteorology,Resource,weather-airspace-permeability-ATMSeminar.pdf,/Users/rainerkoelle/Downloads/weather-airspace-permeability-ATMSeminar.pdf,pdf,0.9,10,Likely useful for weather theory and examples.,,"Twelfth USA/Europe Air Traffic Management Research and Development Seminar (ATM2017) Translating Convective Weather Forecasts into Strategic Traffic Management Decision Aids Michael Matthews, Mark Veillette, Joseph Venuti, Richard DeLaura, and James Kuchar Air Traffic Control Systems Group MIT Linco"
Medium,050 Meteorology,050 Meteorology,Resource,Weather_Impact_on_Airport_Performance.pdf,/Users/rainerkoelle/Downloads/Weather_Impact_on_Airport_Performance.pdf,pdf,1.3,19,Likely useful for weather theory and examples.,,"aerospace Article Weather Impact on Airport Performance Michael Schultz 1,* , Sandro Lorenz 1, Reinhard Schmitz 1 and Luis Delgado 2 1 Institute of Flight Guidance, German Aerospace Center (DLR), 38108 Braunschweig, Germany; sandro.lorenz@dlr.de (S.L.); Reinhard.Schmitz@dlr.de (R.S.) 2 School of Arc"
Medium,050 Meteorology,050 Meteorology,Resource,Weather_impact_quantification_preprint_rgate.pdf,/Users/rainerkoelle/Downloads/Weather_impact_quantification_preprint_rgate.pdf,pdf,0.9,28,Likely useful for weather theory and examples.,,"This is a preprint of the following article, which will be available from https://www.researchgate.net/. Go Nam Lui, Kai Kwong Hon, Rhea P. Liem, Weather impact quantification on airport arrival on- time performance through a Bayesian statistics modeling approach, Transportation Research Part C: Eme"
Medium,050 Meteorology,050 Meteorology,Study notes / workbook,WeathermetricsPackageStructure.pdf,/Users/rainerkoelle/Downloads/RProgrammingForResearch-1.0/figures/WeathermetricsPackageStructure.pdf,pdf,0.3,1,Likely useful for weather theory and examples.,,weathermetrics package Data • lyon • newhaven • norfolk • suﬀolk Small weather datasets to use in examples for func5on (Weather Underground) Func9ons • heat.index • convert_temperature • convert_wind_speed • convert_precip • dewpoint.to.humidity • humidity.to.dewpoint Documenta9on • PDF users’ manua
Medium,Comprehensive / Multi-area,Comprehensive / Multi-area; 050 Meteorology,Resource,aviation18_RC.pdf,/Users/rainerkoelle/Downloads/aviation18_RC.pdf,pdf,7.1,16,Likely broad reference; useful for filling multiple gaps and cross-checking terminology.,,"En Route Flight Time Prediction Under Convective Weather Events Guodong Zhu∗ Chris Matthews† and Peng Wei‡ Iowa State University, Ames, IA, 50011, U.S.A. Matt Lorch§ and Subhashish Chakravarty¶ Rockwell Collins, Cedar Rapids, IA, 52402, U.S.A. Flight en route time is expected to be longer when traﬃc"
Low,Other aviation / support,Other aviation / support,Resource,Aviation_and_Aircraft_Engine_Emissions_at_Juanda_I.pdf,/Users/rainerkoelle/Downloads/Aviation_and_Aircraft_Engine_Emissions_at_Juanda_I.pdf,pdf,0.5,8,Potential support resource; inspect before using for gap fill.,,IOP Conference Series: Materials Science and Engineering PAPER • OPEN ACCESS Aviation and Aircraft Engine Emissions at Juanda International Airport To cite this article: F D Chilongola and E Ahyudanari 2019 IOP Conf. Ser.: Mater. Sci. Eng. 645 012022 View the article online for updates and enhanceme
Low,Other aviation / support,Other aviation / support,Resource,Aviation_and_climate_change_the_science.pdf,/Users/rainerkoelle/Downloads/Aviation_and_climate_change_the_science.pdf,pdf,1.6,409,Potential support resource; inspect before using for gap fill.,,Climate Change and Aviation
Low,Other aviation / support,Other aviation / support,Resource,Flight efficiency concepts.docx,/Users/rainerkoelle/Downloads/Flight efficiency concepts.docx,docx,6.1,,Potential support resource; inspect before using for gap fill.,,
Low,Other aviation / support,Other aviation / support,Resource,flight-Hainan-BrusselsXian.pdf,/Users/rainerkoelle/Downloads/flight-Hainan-BrusselsXian.pdf,pdf,0.2,2,Potential support resource; inspect before using for gap fill.,,PASSENGERS DETAILS Booking reference: 4I99VB Airline confirmation number: PCW207 Your booking is confirmed ! Payment status: Paid Doctor Rainer Koelle e-Ticket: 880-2431010273 Mrs. Gabriela Koelle e-Ticket: 880-2431010272 We have sent a confirmation message to : rqkoelle@gmx.net Passenger Informatio
Low,Other aviation / support,Other aviation / support,Resource,Flight_AUAs_Actual_extract.csv,/Users/rainerkoelle/Downloads/RnD-database-example/extract/Flight_AUAs_Actual_extract.csv,csv,0.0,,Potential support resource; inspect before using for gap fill.,,
Low,Other aviation / support,Other aviation / support,Resource,Flight_AUAs_Filed_extract.csv,/Users/rainerkoelle/Downloads/RnD-database-example/extract/Flight_AUAs_Filed_extract.csv,csv,0.0,,Potential support resource; inspect before using for gap fill.,,
Low,Other aviation / support,Other aviation / support,Resource,flight_data_recorder_20230209-1.pdf,/Users/rainerkoelle/Downloads/flight_data_recorder_20230209-1.pdf,pdf,0.1,1,Potential support resource; inspect before using for gap fill.,,"Anschrift Dr. Jannis Lübbe Emsauenallee 57 49808 Lingen Germany Telefon +49 (0)591 97786659 Mobil +49 (0)157 32128248 E-Mail jannisluebbe1982@gmail.com Umsatzsteuer-ID DE 355321528 Institut MLP Banking IBAN DE29672300004009987557 BIC MLPBDE61 Dr. Jannis Lübbe, Emsauenallee 57, 49808 Lingen, Germany"
Low,Other aviation / support,Other aviation / support,Resource,Flight_FIRs_Actual_extract.csv,/Users/rainerkoelle/Downloads/RnD-database-example/extract/Flight_FIRs_Actual_extract.csv,csv,0.0,,Potential support resource; inspect before using for gap fill.,,
Low,Other aviation / support,Other aviation / support,Resource,Flight_FIRs_Filed_extract.csv,/Users/rainerkoelle/Downloads/RnD-database-example/extract/Flight_FIRs_Filed_extract.csv,csv,0.0,,Potential support resource; inspect before using for gap fill.,,
Low,Other aviation / support,Other aviation / support,Resource,Flight_Points_Actual_extract.csv,/Users/rainerkoelle/Downloads/RnD-database-example/extract/Flight_Points_Actual_extract.csv,csv,0.0,,Potential support resource; inspect before using for gap fill.,,
Low,Other aviation / support,Other aviation / support,Resource,Flight_Points_Filed_extract.csv,/Users/rainerkoelle/Downloads/RnD-database-example/extract/Flight_Points_Filed_extract.csv,csv,0.0,,Potential support resource; inspect before using for gap fill.,,
Low,Other aviation / support,Other aviation / support,Resource,Flight_safety_during_Covid-19_A_study_of_Charles_d.pdf,/Users/rainerkoelle/Downloads/Flight_safety_during_Covid-19_A_study_of_Charles_d.pdf,pdf,2.3,11,Potential support resource; inspect before using for gap fill.,,"Journal Pre-proofs Flight safety during Covid-19: A study of Charles de Gaulle airport atypical energy approaches Gabriel Jarry, Daniel Delahaye, Eric Feron PII: S2590-1982(21)00034-8 DOI: https://doi.org/10.1016/j.trip.2021.100327 Reference: TRIP 100327 To appear in: Transportation Research Interdi"
Low,Other aviation / support,Other aviation / support,Resource,Flights_extract.csv,/Users/rainerkoelle/Downloads/RnD-database-example/extract/Flights_extract.csv,csv,0.0,,Potential support resource; inspect before using for gap fill.,,
Low,Other aviation / support,Other aviation / support,Study notes / workbook,Manual.pdf,/Users/rainerkoelle/Downloads/Manual.pdf,pdf,1.8,54,Potential support resource; inspect before using for gap fill.,,G1000 TM pilot’s training guide instructor’s reference This manual downloaded from http://www.manualowl.com Garmin G1000 Pilot’s Training Guide – Instructor’s Reference 190-00368-04 Rev. A This manual downloaded from http://www.manualowl.com
Low,Other aviation / support,Other aviation / support,Resource,Navigating the Turbulent Skies_ Unraveling Europe's Evolving Air Connectivity (2019-2025).pdf,/Users/rainerkoelle/Downloads/Navigating the Turbulent Skies_ Unraveling Europe's Evolving Air Connectivity (2019-2025).pdf,pdf,0.2,7,Potential support resource; inspect before using for gap fill.,,"Navigating the Turbulent Skies: Unraveling Europe's Evolving Air Connectivity (2019-2025) A data-driven deep dive into the forces reshaping European aviation, from geopolitical shifts to changing airline strategies. Key Insights into European Air Connectivity  Geopolitical Impacts: The Russian inva"
Low,Other aviation / support,Other aviation / support,Resource,UAM_ConOps_v1.0.pdf,/Users/rainerkoelle/Downloads/GIPEG-Meta-Data-Catalogue/library/faa/UAM_ConOps_v1.0.pdf,pdf,1.4,49,Potential support resource; inspect before using for gap fill.,,"    33E#+1/              & %# !&!& ""! * & !     "
